,BEARING,mean_iwp,std_iwp,freq_iwp,mean_ted,std_ted,freq_ted,mean_species,std_species,freq_species,in_out,island,species,population_status,hum_pop,distant_hum_pop,group
191,100,58028.55622,16575.14938,1392269,0.74837,1.005972244,470532,1.085167,2.575902187,1494720,0,HAW,MACROALGAE,1,185079,96224,9
192,110,50952.25095,19194.55509,1393909,0.845119408,1.154795511,354199,1.104585372,2.897499368,1533834,0,HAW,MACROALGAE,1,185079,96224,9
193,120,45074.8716,20799.92925,1389476,0.870290128,1.222282407,252316,1.081186522,2.900982159,1435599,0,HAW,MACROALGAE,1,185079,96224,9
194,130,38729.01789,21536.73843,1077789,0.819766466,1.138816214,147274,1.04487821,2.610143302,1254195,0,HAW,MACROALGAE,1,185079,96224,9
195,140,34178.84455,19702.76556,916135,0.566168862,0.854147658,149236,1.170423364,2.859385254,989505,0,HAW,MACROALGAE,1,185079,96224,9
196,150,34628.48173,19039.40554,912902,0.472260049,0.703509448,179711,1.232986866,2.551706325,889362,0,HAW,MACROALGAE,1,185079,96224,9
197,160,36762.75724,19957.38768,1023924,0.550508682,0.821682077,213103,1.207084659,2.20505733,1138689,0,HAW,MACROALGAE,1,185079,96224,9
198,170,34872.07781,21678.7037,1148711,0.75209782,1.187862396,251819,1.184940959,1.984058086,1580085,0,HAW,MACROALGAE,1,185079,96224,9
199,180,29471.74241,21429.97402,1437739,0.768789339,1.223765591,263818,1.347324347,2.13299646,2217618,0,HAW,MACROALGAE,1,185079,96224,9
200,190,26555.53511,20399.99916,1542972,0.745859501,1.236141338,271121,1.325935682,2.018474715,2224737,0,HAW,MACROALGAE,1,185079,96224,9
201,200,23960.85263,19084.20648,1475045,0.717411756,1.175818029,260105,1.355712052,2.066023524,2079657,0,HAW,MACROALGAE,1,185079,96224,9
202,210,20432.67422,16046.00172,1401839,0.569470276,0.983893969,247724,1.409015808,2.098839744,1906902,0,HAW,MACROALGAE,1,185079,96224,9
203,220,17088.52324,13730.59426,1339208,0.423988518,0.759964106,239840,1.465495975,2.029255852,1685736,0,HAW,MACROALGAE,1,185079,96224,9
204,230,13121.4804,10693.8476,1177038,0.296614087,0.47788331,201902,1.747954514,2.158872588,1351440,0,HAW,MACROALGAE,1,185079,96224,9
205,240,10099.31663,7439.66043,947700,0.251591709,0.363830016,200238,1.713152814,2.054107598,751977,0,HAW,MACROALGAE,1,185079,96224,9
206,250,9592.75114,5650.785876,882988,0.157208209,0.223270388,250566,1.981451008,1.894184926,351657,0,HAW,MACROALGAE,1,185079,96224,9
207,260,7917.273544,4638.523519,856957,0.117412009,0.151444286,346225,1.94472893,1.745316208,203211,0,HAW,MACROALGAE,1,185079,96224,9
208,270,6558.405396,4027.033808,866595,0.10028,0.131407536,486091,1.227247716,1.266111198,187722,0,HAW,MACROALGAE,1,185079,96224,9
209,280,5357.441718,3512.712796,894407,0.071303863,0.102315793,712744,1.012300718,1.171267139,234954,0,HAW,MACROALGAE,1,185079,96224,9
210,290,6700.966563,6418.624183,921967,0.042766577,0.072159897,1046271,2.665964583,2.946445074,359307,0,HAW,MACROALGAE,1,185079,96224,9
211,300,20151.58589,17188.25291,1183332,0.027432313,0.053095429,1476040,3.729326878,5.97120018,925929,1,HAW,MACROALGAE,1,185079,96224,9
212,310,37418.82003,24953.62894,1511417,0.02242957,0.052575075,2045660,4.713665674,7.933777285,1584117,1,HAW,MACROALGAE,1,185079,96224,9
213,320,47709.2794,29153.76642,1601364,0.018997199,0.05130393,2332646,4.399961251,8.39234172,1765674,1,HAW,MACROALGAE,1,185079,96224,9
214,330,54825.50971,29799.78852,1655679,0.013520852,0.0423345,2401220,4.428831199,8.771734739,1844937,1,HAW,MACROALGAE,1,185079,96224,9
215,340,61713.62064,29316.44551,1598731,0.011397918,0.037385541,2373641,4.540532742,9.196617195,2012130,1,HAW,MACROALGAE,1,185079,96224,9
216,350,70354.12631,27350.75278,1515458,0.008466776,0.028599682,1753444,4.331544723,9.178098145,2220525,1,HAW,MACROALGAE,1,185079,96224,9
217,0,132859.9663,4014.017562,45766,0.243328428,0.182051107,7457,20.21154575,11.98711191,614790,0,HOW,CCA,0,0,0,2
218,10,132709.4124,4220.825047,34697,0.243361888,0.178461886,5716,19.87550398,11.99532561,504450,0,HOW,CCA,0,0,0,2
219,20,132436.1927,4854.494394,27798,0.263966316,0.181633687,4892,20.20771416,12.31819696,422340,0,HOW,CCA,0,0,0,2
220,30,131534.0156,5172.026572,22916,0.335427699,0.260287183,3510,20.88654709,12.30906183,334910,0,HOW,CCA,0,0,0,2
221,40,130609.2218,5104.794083,18684,0.359067925,0.318918962,3423,21.17160095,12.43855324,276420,0,HOW,CCA,0,0,0,2
222,50,129618.1783,3385.540701,16505,0.362616937,0.326062343,3114,20.67243382,12.54589122,239040,0,HOW,CCA,0,0,0,2
223,60,129363.8938,3584.343451,15265,0.397584567,0.320426625,2820,20.99116964,12.57076624,218850,0,HOW,CCA,0,0,0,2
224,70,129226.9883,3726.994198,14745,0.404620674,0.301906659,2822,21.11462314,12.55448218,212650,0,HOW,CCA,0,0,0,2
225,80,128956.426,3751.278629,15008,0.387412588,0.306005342,2735,21.2316657,12.91285078,215560,0,HOW,CCA,0,0,0,2
226,90,128894.3,3831.058707,15802,0.412453681,0.336575891,2812,20.93877314,12.71171528,231670,0,HOW,CCA,0,0,0,2
227,100,128839.8391,3969.56322,17538,0.447441279,0.328174414,2924,20.85958547,12.84234957,263330,0,HOW,CCA,0,0,0,2
228,110,128960.4648,4128.621914,20886,0.528322252,0.413625231,2789,20.966519,13.39177796,315050,0,HOW,CCA,0,0,0,2
229,120,128957.7555,4457.216141,26468,0.61602553,0.448660961,2593,21.85509449,14.30100944,403150,0,HOW,CCA,0,0,0,2
230,130,129463.5482,6347.668844,33928,0.797297002,0.414630365,1372,22.28226624,14.68491002,516540,0,HOW,CCA,0,0,0,2
231,140,125886.2406,7990.031675,40394,1.139509759,0.476837598,904,21.77656223,13.86423978,579780,0,HOW,CCA,0,0,0,2
232,150,117695.8676,6624.201277,42496,1.111754544,0.108673911,2558,21.04220825,12.55691226,672710,0,HOW,CCA,0,0,0,2
233,160,102515.0301,23704.12855,41487,1.285354327,0.350607474,4036,22.64317275,12.7018226,1108820,1,HOW,CCA,0,0,0,2
234,170,85642.79944,30625.96104,61648,1.545273275,0.996625508,5874,22.08270985,12.12792538,1434910,0,HOW,CCA,0,0,0,2
235,180,73369.74337,24666.31858,47589,2.484072463,1.66046481,4371,21.96897873,11.46534088,1080610,0,HOW,CCA,0,0,0,2
236,190,69498.33931,23671.84421,34739,2.080638602,1.752994726,3537,21.78904245,11.07516259,739240,0,HOW,CCA,0,0,0,2
237,200,71086.06196,24989.38276,26311,1.49743498,1.100111591,3406,21.07362318,11.01774614,502970,0,HOW,CCA,0,0,0,2
238,210,73649.14868,25821.56958,20010,1.231377846,1.240800456,2588,21.36421239,9.865214746,374380,0,HOW,CCA,0,0,0,2
239,220,75757.71985,25047.49835,16113,1.016630113,1.155720704,2251,20.25887218,8.999717144,305000,0,HOW,CCA,0,0,0,2
240,230,79402.13228,22017.21732,13945,0.958673184,1.013654322,1955,20.38189444,9.290152047,265650,0,HOW,CCA,0,0,0,2
241,240,82555.85383,20090.67753,12693,0.867448668,0.902330451,1848,21.05938347,8.638355538,246130,0,HOW,CCA,0,0,0,2
242,250,89380.9186,18754.13823,12339,0.628791229,0.505504114,1842,21.40074607,9.190001852,239160,0,HOW,CCA,0,0,0,2
243,260,95731.01142,14170.4276,12732,0.609711162,0.405091373,1805,21.30107597,9.100034602,247000,0,HOW,CCA,0,0,0,2
244,270,97469.03911,11648.21643,13911,0.637145942,0.608831842,2159,21.87801938,9.528253546,266830,0,HOW,CCA,0,0,0,2
245,280,105132.7306,15495.11227,17156,0.521605417,0.474912262,3021,21.98821709,9.443532225,309940,0,HOW,CCA,0,0,0,2
246,290,109468.4381,19875.50224,22114,0.561466924,0.475003275,3644,21.85022782,9.529684001,387670,0,HOW,CCA,0,0,0,2
247,300,114044.0589,18565.55266,30552,0.44704796,0.464471883,5269,22.22113024,10.11203031,528820,0,HOW,CCA,0,0,0,2
248,310,118575.89,20525.56105,43569,0.423155897,0.43487631,6319,22.96318939,10.85367323,749830,1,HOW,CCA,0,0,0,2
249,320,120627.6186,22202.30494,62258,0.367917663,0.391054563,6905,22.92546668,11.29006022,1081880,1,HOW,CCA,0,0,0,2
250,330,123578.6405,21340.98787,83340,0.263302913,0.334233351,7929,23.59923684,11.93497412,1402130,1,HOW,CCA,0,0,0,2
251,340,130289.7839,16239.66044,62996,0.273780569,0.318612258,8096,22.89342428,12.02275534,1023990,1,HOW,CCA,0,0,0,2
252,350,133218.7362,4750.47505,54811,0.236392242,0.222981026,7655,21.81544524,11.58743065,695290,0,HOW,CCA,0,0,0,2
253,0,132859.9663,4014.017562,45766,0.243328428,0.182051107,7457,59.16648582,18.90215658,614790,1,HOW,CORAL,0,0,0,2
254,10,132709.4124,4220.825047,34697,0.243361888,0.178461886,5716,58.68242794,18.68005135,504450,1,HOW,CORAL,0,0,0,2
255,20,132436.1927,4854.494394,27798,0.263966316,0.181633687,4892,55.87305884,17.88199827,422340,1,HOW,CORAL,0,0,0,2
256,30,131534.0156,5172.026572,22916,0.335427699,0.260287183,3510,53.99353831,17.218292,334910,1,HOW,CORAL,0,0,0,2
257,40,130609.2218,5104.794083,18684,0.359067925,0.318918962,3423,54.15471158,16.99357403,276420,1,HOW,CORAL,0,0,0,2
258,50,129618.1783,3385.540701,16505,0.362616937,0.326062343,3114,53.49938708,17.31975845,239040,0,HOW,CORAL,0,0,0,2
259,60,129363.8938,3584.343451,15265,0.397584567,0.320426625,2820,52.50919379,17.39730278,218850,0,HOW,CORAL,0,0,0,2
260,70,129226.9883,3726.994198,14745,0.404620674,0.301906659,2822,51.92850403,17.08379689,212650,0,HOW,CORAL,0,0,0,2
261,80,128956.426,3751.278629,15008,0.387412588,0.306005342,2735,51.55967617,17.04146977,215560,0,HOW,CORAL,0,0,0,2
262,90,128894.3,3831.058707,15802,0.412453681,0.336575891,2812,51.6857486,17.13711967,231670,0,HOW,CORAL,0,0,0,2
263,100,128839.8391,3969.56322,17538,0.447441279,0.328174414,2924,51.63608348,17.69829858,263330,0,HOW,CORAL,0,0,0,2
264,110,128960.4648,4128.621914,20886,0.528322252,0.413625231,2789,50.50632864,18.42597711,315050,0,HOW,CORAL,0,0,0,2
265,120,128957.7555,4457.216141,26468,0.61602553,0.448660961,2593,48.33220759,18.73098664,403150,0,HOW,CORAL,0,0,0,2
266,130,129463.5482,6347.668844,33928,0.797297002,0.414630365,1372,46.70459829,19.42979286,516540,0,HOW,CORAL,0,0,0,2
267,140,125886.2406,7990.031675,40394,1.139509759,0.476837598,904,47.83206405,20.36336745,579780,0,HOW,CORAL,0,0,0,2
268,150,117695.8676,6624.201277,42496,1.111754544,0.108673911,2558,50.67731956,21.48906308,672710,0,HOW,CORAL,0,0,0,2
269,160,102515.0301,23704.12855,41487,1.285354327,0.350607474,4036,42.26390305,20.64058806,1108820,0,HOW,CORAL,0,0,0,2
270,170,85642.79944,30625.96104,61648,1.545273275,0.996625508,5874,37.09333522,19.14154797,1434910,0,HOW,CORAL,0,0,0,2
271,180,73369.74337,24666.31858,47589,2.484072463,1.66046481,4371,35.00533697,17.52693027,1080610,0,HOW,CORAL,0,0,0,2
272,190,69498.33931,23671.84421,34739,2.080638602,1.752994726,3537,32.73686851,15.81313079,739240,0,HOW,CORAL,0,0,0,2
273,200,71086.06196,24989.38276,26311,1.49743498,1.100111591,3406,31.86087246,15.10541347,502970,0,HOW,CORAL,0,0,0,2
274,210,73649.14868,25821.56958,20010,1.231377846,1.240800456,2588,32.63695887,15.39657258,374380,0,HOW,CORAL,0,0,0,2
275,220,75757.71985,25047.49835,16113,1.016630113,1.155720704,2251,33.57333883,15.86471327,305000,0,HOW,CORAL,0,0,0,2
276,230,79402.13228,22017.21732,13945,0.958673184,1.013654322,1955,33.53570257,16.25629654,265650,0,HOW,CORAL,0,0,0,2
277,240,82555.85383,20090.67753,12693,0.867448668,0.902330451,1848,35.6296643,16.76624953,246130,0,HOW,CORAL,0,0,0,2
278,250,89380.9186,18754.13823,12339,0.628791229,0.505504114,1842,34.07283139,16.08387505,239160,0,HOW,CORAL,0,0,0,2
279,260,95731.01142,14170.4276,12732,0.609711162,0.405091373,1805,34.94945051,15.69771351,247000,0,HOW,CORAL,0,0,0,2
280,270,97469.03911,11648.21643,13911,0.637145942,0.608831842,2159,35.27775776,16.5873799,266830,0,HOW,CORAL,0,0,0,2
281,280,105132.7306,15495.11227,17156,0.521605417,0.474912262,3021,36.64189623,16.42004101,309940,0,HOW,CORAL,0,0,0,2
282,290,109468.4381,19875.50224,22114,0.561466924,0.475003275,3644,37.95101962,16.63136049,387670,0,HOW,CORAL,0,0,0,2
283,300,114044.0589,18565.55266,30552,0.44704796,0.464471883,5269,40.1721731,17.40269325,528820,0,HOW,CORAL,0,0,0,2
284,310,118575.89,20525.56105,43569,0.423155897,0.43487631,6319,42.86195388,18.09669921,749830,0,HOW,CORAL,0,0,0,2
285,320,120627.6186,22202.30494,62258,0.367917663,0.391054563,6905,46.25345638,18.43484836,1081880,0,HOW,CORAL,0,0,0,2
286,330,123578.6405,21340.98787,83340,0.263302913,0.334233351,7929,49.26570963,18.92162352,1402130,0,HOW,CORAL,0,0,0,2
287,340,130289.7839,16239.66044,62996,0.273780569,0.318612258,8096,54.16177317,18.6601446,1023990,1,HOW,CORAL,0,0,0,2
288,350,133218.7362,4750.47505,54811,0.236392242,0.222981026,7655,57.36133009,17.61649998,695290,1,HOW,CORAL,0,0,0,2
289,0,132859.9663,4014.017562,45766,0.243328428,0.182051107,7457,3.372400892,4.564686736,614790,0,HOW,MACROALGAE,0,0,0,2
290,10,132709.4124,4220.825047,34697,0.243361888,0.178461886,5716,3.690564151,4.774526992,504450,0,HOW,MACROALGAE,0,0,0,2
291,20,132436.1927,4854.494394,27798,0.263966316,0.181633687,4892,4.139417949,4.887849579,422340,0,HOW,MACROALGAE,0,0,0,2
292,30,131534.0156,5172.026572,22916,0.335427699,0.260287183,3510,4.145202556,5.085542618,334910,0,HOW,MACROALGAE,0,0,0,2
293,40,130609.2218,5104.794083,18684,0.359067925,0.318918962,3423,3.921782341,4.651509389,276420,0,HOW,MACROALGAE,0,0,0,2
294,50,129618.1783,3385.540701,16505,0.362616937,0.326062343,3114,3.855574611,4.638573354,239040,0,HOW,MACROALGAE,0,0,0,2
295,60,129363.8938,3584.343451,15265,0.397584567,0.320426625,2820,4.000648143,4.742427211,218850,0,HOW,MACROALGAE,0,0,0,2
296,70,129226.9883,3726.994198,14745,0.404620674,0.301906659,2822,3.898610283,4.594483876,212650,0,HOW,MACROALGAE,0,0,0,2
297,80,128956.426,3751.278629,15008,0.387412588,0.306005342,2735,3.909948035,4.494239314,215560,0,HOW,MACROALGAE,0,0,0,2
298,90,128894.3,3831.058707,15802,0.412453681,0.336575891,2812,3.928267715,4.536834611,231670,0,HOW,MACROALGAE,0,0,0,2
299,100,128839.8391,3969.56322,17538,0.447441279,0.328174414,2924,3.977927509,4.644975469,263330,0,HOW,MACROALGAE,0,0,0,2
300,110,128960.4648,4128.621914,20886,0.528322252,0.413625231,2789,4.005264183,4.719128061,315050,0,HOW,MACROALGAE,0,0,0,2
301,120,128957.7555,4457.216141,26468,0.61602553,0.448660961,2593,3.956126312,4.659337103,403150,0,HOW,MACROALGAE,0,0,0,2
302,130,129463.5482,6347.668844,33928,0.797297002,0.414630365,1372,3.616010845,4.360008766,516540,0,HOW,MACROALGAE,0,0,0,2
303,140,125886.2406,7990.031675,40394,1.139509759,0.476837598,904,3.356637282,4.164641433,579780,0,HOW,MACROALGAE,0,0,0,2
304,150,117695.8676,6624.201277,42496,1.111754544,0.108673911,2558,3.178824894,4.246989301,672710,0,HOW,MACROALGAE,0,0,0,2
305,160,102515.0301,23704.12855,41487,1.285354327,0.350607474,4036,4.769898088,6.622167163,1108820,0,HOW,MACROALGAE,0,0,0,2
306,170,85642.79944,30625.96104,61648,1.545273275,0.996625508,5874,6.02931974,7.265933162,1434910,0,HOW,MACROALGAE,0,0,0,2
307,180,73369.74337,24666.31858,47589,2.484072463,1.66046481,4371,6.598650702,7.326539582,1080610,0,HOW,MACROALGAE,0,0,0,2
308,190,69498.33931,23671.84421,34739,2.080638602,1.752994726,3537,7.074653449,7.327877403,739240,1,HOW,MACROALGAE,0,0,0,2
309,200,71086.06196,24989.38276,26311,1.49743498,1.100111591,3406,7.622530206,7.96716231,502970,1,HOW,MACROALGAE,0,0,0,2
310,210,73649.14868,25821.56958,20010,1.231377846,1.240800456,2588,7.450710762,7.301016554,374380,1,HOW,MACROALGAE,0,0,0,2
311,220,75757.71985,25047.49835,16113,1.016630113,1.155720704,2251,6.858018325,6.511791365,305000,1,HOW,MACROALGAE,0,0,0,2
312,230,79402.13228,22017.21732,13945,0.958673184,1.013654322,1955,7.310470776,7.283224431,265650,1,HOW,MACROALGAE,0,0,0,2
313,240,82555.85383,20090.67753,12693,0.867448668,0.902330451,1848,6.990262983,6.742734158,246130,1,HOW,MACROALGAE,0,0,0,2
314,250,89380.9186,18754.13823,12339,0.628791229,0.505504114,1842,7.225654314,7.027870822,239160,1,HOW,MACROALGAE,0,0,0,2
315,260,95731.01142,14170.4276,12732,0.609711162,0.405091373,1805,6.823379714,6.827580491,247000,1,HOW,MACROALGAE,0,0,0,2
316,270,97469.03911,11648.21643,13911,0.637145942,0.608831842,2159,6.977905185,6.955895155,266830,1,HOW,MACROALGAE,0,0,0,2
317,280,105132.7306,15495.11227,17156,0.521605417,0.474912262,3021,6.991860198,7.225583926,309940,1,HOW,MACROALGAE,0,0,0,2
318,290,109468.4381,19875.50224,22114,0.561466924,0.475003275,3644,6.991490319,7.350193044,387670,1,HOW,MACROALGAE,0,0,0,2
319,300,114044.0589,18565.55266,30552,0.44704796,0.464471883,5269,6.667811912,7.094481765,528820,0,HOW,MACROALGAE,0,0,0,2
320,310,118575.89,20525.56105,43569,0.423155897,0.43487631,6319,6.281583855,6.973476428,749830,0,HOW,MACROALGAE,0,0,0,2
321,320,120627.6186,22202.30494,62258,0.367917663,0.391054563,6905,5.775021819,6.652649537,1081880,0,HOW,MACROALGAE,0,0,0,2
322,330,123578.6405,21340.98787,83340,0.263302913,0.334233351,7929,5.150105317,6.083539991,1402130,0,HOW,MACROALGAE,0,0,0,2
323,340,130289.7839,16239.66044,62996,0.273780569,0.318612258,8096,3.847027168,4.507693922,1023990,0,HOW,MACROALGAE,0,0,0,2
324,350,133218.7362,4750.47505,54811,0.236392242,0.222981026,7655,3.284617188,3.914702899,695290,0,HOW,MACROALGAE,0,0,0,2
325,0,97053.02008,12855.04768,19082,0.269049686,0.72502066,4167,19.73315669,12.43753504,259990,0,JAR,CCA,0,0,0,3
326,10,97780.6629,13311.16059,20120,0.185451976,0.416349604,4216,19.7095927,12.4289733,268580,0,JAR,CCA,0,0,0,3
327,20,97979.46239,13117.77313,21850,0.202665363,0.41314011,4579,19.91009003,12.18753719,291690,0,JAR,CCA,0,0,0,3
328,30,100752.3198,12121.17649,21938,0.236858184,0.451908495,4890,20.84238301,12.1705939,280900,0,JAR,CCA,0,0,0,3
329,40,103860.5646,11950.03453,22865,0.272755094,0.484294836,5570,22.07672106,12.18190887,298350,0,JAR,CCA,0,0,0,3
330,50,106996.5475,12654.16338,27058,0.380224668,0.61558046,5775,22.98031963,12.3291909,348190,0,JAR,CCA,0,0,0,3
331,60,111669.6361,12618.15202,32218,0.514679008,0.729994452,6298,24.57197514,12.5574907,425660,0,JAR,CCA,0,0,0,3
332,70,118018.509,10148.83377,37432,0.813651742,0.994434687,7363,27.83420712,12.96039778,519400,1,JAR,CCA,0,0,0,3
333,80,124941.2192,7409.378584,43101,1.2084112,1.227738501,8503,31.00070995,12.9131428,595240,1,JAR,CCA,0,0,0,3
334,90,135715.1205,15288.16126,58849,1.713704595,1.807277554,7983,31.43544082,14.16059255,820210,1,JAR,CCA,0,0,0,3
335,100,137379.4558,10136.99138,64641,1.988416513,2.049742722,8976,30.03493691,16.2685223,883950,1,JAR,CCA,0,0,0,3
336,110,135226.7725,10788.04517,50864,2.629153502,2.632211338,9277,27.61339016,16.99178186,690960,1,JAR,CCA,0,0,0,3
337,120,127586.0188,14888.28252,39495,2.828405738,2.925811701,9401,25.44720106,17.65379309,546280,0,JAR,CCA,0,0,0,3
338,130,119189.7213,15138.66024,29793,3.033257876,3.137152479,8704,23.90693196,18.263138,424900,0,JAR,CCA,0,0,0,3
339,140,112067.3672,15851.33864,23310,3.064127008,3.221755644,7534,22.42946834,18.31507014,336860,0,JAR,CCA,0,0,0,3
340,150,105720.4252,15664.57087,19328,2.544526602,3.182329607,6614,21.05703353,17.43699376,282840,0,JAR,CCA,0,0,0,3
341,160,100401.107,14444.05307,16696,2.129140306,3.053204422,5777,20.55443155,17.01140593,253650,0,JAR,CCA,0,0,0,3
342,170,96990.98266,12886.78232,15501,1.8587665,2.987427896,4944,19.75660617,15.98993723,241110,0,JAR,CCA,0,0,0,3
343,180,94756.98569,11285.00971,15112,1.733676058,2.843543175,4823,19.5120947,15.41873818,243240,0,JAR,CCA,0,0,0,3
344,190,92660.65118,8402.054393,16063,1.346638545,2.438798401,4586,19.33879763,15.1418767,256360,0,JAR,CCA,0,0,0,3
345,200,91611.46054,7333.456067,16597,1.068387716,2.045333784,5086,19.69088341,14.87302402,281750,0,JAR,CCA,0,0,0,3
346,210,90737.635,7118.16729,17638,0.837536299,1.827763438,6252,20.46409568,15.64795651,329910,0,JAR,CCA,0,0,0,3
347,220,93755.33076,14462.24016,25352,0.775099936,1.682392854,7271,21.07348425,16.35315583,442360,0,JAR,CCA,0,0,0,3
348,230,92601.33391,15592.01223,33658,1.442487825,2.196646029,7656,20.66250985,15.86264044,586930,0,JAR,CCA,0,0,0,3
349,240,90570.32753,16806.14089,42779,2.285303639,2.410197672,7004,21.19686096,15.83631042,748240,0,JAR,CCA,0,0,0,3
350,250,84292.28158,16187.98223,54960,3.196168469,2.551927591,6044,21.56899685,15.76006327,945780,0,JAR,CCA,0,0,0,3
351,260,79241.41917,11467.52583,54227,3.379792845,2.370325863,6963,22.38469884,15.94293399,887280,0,JAR,CCA,0,0,0,3
352,270,83490.65642,14166.33187,44845,2.859746943,2.546063886,8449,20.40882053,14.23528743,577100,0,JAR,CCA,0,0,0,3
353,280,80683.18276,9987.644671,34891,2.328862004,1.960448021,7627,19.06218801,13.85717704,498290,0,JAR,CCA,0,0,0,3
354,290,85553.91807,9515.081012,33715,1.504586737,1.770575794,6814,18.07426342,13.35168743,494580,0,JAR,CCA,0,0,0,3
355,300,89611.85108,8819.524582,33682,0.825648566,1.38750542,6220,18.02640758,12.70924768,478740,0,JAR,CCA,0,0,0,3
356,310,91346.15533,8787.82026,29590,0.545387048,1.198613415,5857,18.5145304,12.24432952,405280,0,JAR,CCA,0,0,0,3
357,320,92525.28127,9558.070844,25130,0.44379384,1.098678832,5252,18.65571602,12.15458814,343390,0,JAR,CCA,0,0,0,3
358,330,94411.46395,11424.35617,22060,0.357346692,0.97157007,4689,19.21822408,12.28025805,300590,0,JAR,CCA,0,0,0,3
359,340,95645.90146,12346.67203,20328,0.343048116,0.97712406,4311,19.57749232,12.38197078,274100,0,JAR,CCA,0,0,0,3
360,350,96104.5605,12920.21712,19243,0.282511165,0.854563412,4525,19.77781207,12.33544688,261220,0,JAR,CCA,0,0,0,3
361,0,97053.02008,12855.04768,19082,0.269049686,0.72502066,4167,16.7249564,15.39181793,259990,0,JAR,CORAL,0,0,0,3
362,10,97780.6629,13311.16059,20120,0.185451976,0.416349604,4216,15.70107146,14.39612356,268580,0,JAR,CORAL,0,0,0,3
363,20,97979.46239,13117.77313,21850,0.202665363,0.41314011,4579,14.57321411,12.70950131,291690,0,JAR,CORAL,0,0,0,3
364,30,100752.3198,12121.17649,21938,0.236858184,0.451908495,4890,10.70700045,7.955139586,280900,0,JAR,CORAL,0,0,0,3
365,40,103860.5646,11950.03453,22865,0.272755094,0.484294836,5570,10.21518272,6.150588644,298350,0,JAR,CORAL,0,0,0,3
366,50,106996.5475,12654.16338,27058,0.380224668,0.61558046,5775,10.53254734,6.031363353,348190,0,JAR,CORAL,0,0,0,3
